Go getting
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x8ed2ed81540)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x8ed33e90008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x8ed110f8070, 0x1, 0x1}, 0x8ed11098b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x8ed10f80bb0?, {0x8ed110f8040?, 0x1?, 0x7f6a0249d108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x8ed110f8040?, 0x8ed10f36700?, 0x8ed10f36700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x8ed10f36700?, {0x8ed110f8040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x8ed110f2008, {0x8ed110f8040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x8ed110f0008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x8ed110f0008}, {0x8ed10f85db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x8ed110f0008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_013/LLGo

compiling: client_go_014 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x1737446e6b48, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x1737446e6b48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x17374470a720?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x1737049cb6c8?, 0x1737446e6b48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x17374470a720)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x1737049cb680, 0x17373629e5a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x1737049cb680)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x173706552f08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x1736dc81c1b0, 0x1, 0x1}, 0x1736dc846008, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x1736dc80e170?, {0x1736dc81c180?, 0x1?, 0x7f1d4d0d12f8?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x1736dc81c180?, 0x1736dc82c400?, 0x1736dc82c400?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x1736dc82c400?, {0x1736dc81c180?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x1736dc814008, {0x1736dc81c180, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x1736dc812008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x1736dc812008}, {0x1736dc6b3db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x1736dc812008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_014/LLGo

compiling: client_go_015 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x168888472b48, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x168888472b48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x16889b327dd0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x1688831e62c8?, 0x168888472b48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x16889b327dd0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x1688831e6280, 0x16888e3eca50)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x1688831e6280)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x1688844a8f08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x16885ed50030, 0x1, 0x1}, 0x16885eceab48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x16885ecb6b70?, {0x16885ed50000?, 0x1?, 0x7fe348307bf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x16885ed50000?, 0x16885ed26600?, 0x16885ed26600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x16885ed26600?, {0x16885ed50000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x16885ed4a008, {0x16885ed50000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x16885ed48008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x16885ed48008}, {0x16885ec1fdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x16885ed48008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_015/LLGo

compiling: client_go_016 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x1acca9503448, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x1acca9503448)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x1accd6c6a6c0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x1acc9bfa6868?, 0x1acca9503448)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x1accd6c6a6c0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x1acc9bfa6820, 0x1accc303abe0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x1acc9bfa6820)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x1acc9d4f0a08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x1acc58afe070, 0x1, 0x1}, 0x1acc58a9eb48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x1acc58986bb0?, {0x1acc58afe040?, 0x1?, 0x7faa5caa0108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x1acc58afe040?, 0x1acc5893c700?, 0x1acc5893c700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x1acc5893c700?, {0x1acc58afe040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x1acc58af8008, {0x1acc58afe040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x1acc58af6008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x1acc58af6008}, {0x1acc5898bdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x1acc58af6008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_016/LLGo

compiling: client_go_017 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x287c8d189208, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x287c8d189208)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x287c8d1ac930?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x287c5756d3a8?, 0x287c8d189208)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x287c8d1ac930)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x287c5756d360, 0x287c8bd334a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x287c5756d360)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x287c5d44ef08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x287c343f6070, 0x1, 0x1}, 0x287c34394b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x287c34288bb0?, {0x287c343f6040?, 0x1?, 0x7ff27d3c0108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x287c343f6040?, 0x287c3423e700?, 0x287c3423e700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x287c3423e700?, {0x287c343f6040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x287c343f0008, {0x287c343f6040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x287c343ee008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x287c343ee008}, {0x287c3428ddb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x287c343ee008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_017/LLGo

compiling: client_go_018 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x174b3e396908, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x174b3e396908)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x174b3e39e960?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x174afe5985e8?, 0x174b3e396908)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x174b3e39e960)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x174afe5985a0, 0x174b3d632730)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x174afe5985a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x174aff912a08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x174ad5150030, 0x1, 0x1}, 0x174ad50eab48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x174ad50b6b70?, {0x174ad5150000?, 0x1?, 0x7ff10c307bf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x174ad5150000?, 0x174ad5126600?, 0x174ad5126600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x174ad5126600?, {0x174ad5150000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x174ad514a008, {0x174ad5150000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x174ad5148008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x174ad5148008}, {0x174ad4ffbdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x174ad5148008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_018/LLGo

compiling: client_go_019 (LLGo)
